X,Y,OBJECTID,SENSOR_UNIQUE_ID,GPSX,GPSY,MTYPE,SENSOR_STATUS,PMZ,PMZ2,ADDRESS_SPACE,TOOLTIP,NLA_URL
-118.344230421795,34.0954049744101,1,SV670,-118.344218,34.0954,IPS,3,SV,SV6,1301 N LA BREA AVE,Address Space: 1301 N LA BREA AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV670\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=1
-118.344231513753,34.09545648136,2,SV669,-118.344219,34.095452,IPS,3,SV,SV6,1301 N LA BREA AVE,Address Space: 1301 N LA BREA AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV669\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=2
-118.344227818188,34.0950462604504,3,SV671,-118.344216,34.095041,IPS,3,SV,SV6,1301 N LA BREA AVE,Address Space: 1301 N LA BREA AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV671\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=3
-118.344232119283,34.095800232844,4,SV667,-118.34422,34.095795,IPS,3,SV,SV6,1301 N LA BREA AVE,Address Space: 1301 N LA BREA AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV667\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=4
-118.344232734282,34.0958517032891,5,SV666,-118.344221,34.095847,IPS,3,SV,SV6,1301 N LA BREA AVE,Address Space: 1301 N LA BREA AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV666\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=5
-118.344235275515,34.0959870217517,6,SV664,-118.344223,34.095982,IPS,3,SV,SV6,1301 N LA BREA AVE,Address Space: 1301 N LA BREA AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV664\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=6
-118.344232432442,34.0956485938893,7,SV668,-118.34422,34.095644,IPS,3,SV,SV6,1301 N LA BREA AVE,Address Space: 1301 N LA BREA AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV668\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=7
-118.343834057228,34.0961087335561,8,SV689,-118.343822,34.096104,IPS,3,SV,SV6,7000 W DE LONGPRE AVE,Address Space: 7000 W DE LONGPRE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV689\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=8
-118.343679971989,34.0961100247901,9,SV691,-118.343668,34.096105,IPS,3,SV,SV6,7000 W DE LONGPRE AVE,Address Space: 7000 W DE LONGPRE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV691\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=9
-118.343771232657,34.0961090502546,10,SV690,-118.343759,34.096104,IPS,3,SV,SV6,7000 W DE LONGPRE AVE,Address Space: 7000 W DE LONGPRE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV690\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=10
-118.322243343307,34.0985812279721,11,SV528,-118.322231,34.098576,IPS,3,SV,SV5,1500 N GOWER ST,Address Space: 1500 N GOWER ST\nType: IPS’\nAs of: 06/17/2015\nID: SV528\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=11
-118.322242131686,34.0986599585349,12,SV529,-118.32223,34.098655,IPS,3,SV,SV5,1500 N GOWER ST,Address Space: 1500 N GOWER ST\nType: IPS’\nAs of: 06/17/2015\nID: SV529\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=12
-118.322244206627,34.0987163917153,13,SV530,-118.322232,34.098712,IPS,3,SV,SV5,1500 N GOWER ST,Address Space: 1500 N GOWER ST\nType: IPS’\nAs of: 06/17/2015\nID: SV530\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=13
-118.322240562666,34.0982617985615,14,SV525,-118.322228,34.098257,IPS,3,SV,SV5,1500 N GOWER ST,Address Space: 1500 N GOWER ST\nType: IPS’\nAs of: 06/17/2015\nID: SV525\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=14
-118.325661696971,34.0981228144063,15,SV353,-118.32565,34.098118,IPS,3,SV,SV3,6201 W SUNSET BLVD,Address Space: 6201 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV353\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=15
-118.325502161038,34.0981237933216,16,SV351,-118.32549,34.098119,IPS,3,SV,SV3,6201 W SUNSET BLVD,Address Space: 6201 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV351\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=16
-118.325756689134,34.0981232669485,17,SV354,-118.325745,34.098118,IPS,3,SV,SV3,6201 W SUNSET BLVD,Address Space: 6201 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV354\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=17
-118.32543569147,34.0981246512214,18,SV350,-118.325424,34.09812,IPS,3,SV,SV3,6201 W SUNSET BLVD,Address Space: 6201 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV350\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=18
-118.325819490898,34.0981230976174,19,SV355,-118.325807,34.098118,IPS,3,SV,SV3,6201 W SUNSET BLVD,Address Space: 6201 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV355\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=19
-118.325070477831,34.098760790108,20,SV577,-118.325058,34.098756,IPS,3,SV,SV5,1500 N ARGYLE AVE,Address Space: 1500 N ARGYLE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV577\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=20
-118.32506827952,34.0986867719848,21,SV576A,-118.325056,34.098682,IPS,3,SV,SV5,1500 N ARGYLE AVE,Address Space: 1500 N ARGYLE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV576A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=21
-118.32506846165,34.0983620182938,22,SV575,-118.325056,34.098357,IPS,3,SV,SV5,1500 N ARGYLE AVE,Address Space: 1500 N ARGYLE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV575\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=22
-118.325070239478,34.0984142925528,23,SV575A,-118.325058,34.098409,IPS,3,SV,SV5,1500 N ARGYLE AVE,Address Space: 1500 N ARGYLE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV575A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=23
-118.3250684919,34.0986312892217,24,SV576,-118.325056,34.098626,IPS,3,SV,SV5,1500 N ARGYLE AVE,Address Space: 1500 N ARGYLE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV576\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=24
-118.325069386311,34.0988156495721,25,SV577A,-118.325057,34.098811,IPS,3,SV,SV5,1500 N ARGYLE AVE,Address Space: 1500 N ARGYLE AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV577A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=25
-118.325861653155,34.0971083112658,26,SV893,-118.32585,34.097103,IPS,3,SV,SV8,6201 W LELAND WAY,Address Space: 6201 W LELAND WAY\nType: IPS’\nAs of: 06/17/2015\nID: SV893\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=26
-118.328904395678,34.0973408774261,27,SV290A,-118.328892,34.097336,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV290A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=27
-118.328898080612,34.0964116918055,28,SV293A,-118.328886,34.096407,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV293A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=28
-118.328901997866,34.096778355685,29,SV291B,-118.32889,34.096773,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV291B\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=29
-118.328904114237,34.097513986215,30,SV288,-118.328892,34.097509,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV288\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=30
-118.328898664252,34.096534735159,31,SV292A,-118.328887,34.09653,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV292A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=31
-118.328905062336,34.0976456526541,32,SV286,-118.328893,34.097641,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV286\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=32
-118.328903400337,34.0974523331595,33,SV289,-118.328891,34.097447,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV289\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=33
-118.32890106198,34.096912365828,34,SV291,-118.328889,34.096907,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV291\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=34
-118.328905357866,34.0977207892878,35,SV285,-118.328893,34.097716,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV285\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=35
-118.328901723992,34.096861915094,36,SV291A,-118.32889,34.096857,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV291A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=36
-118.328904418208,34.0975912693775,37,SV287,-118.328892,34.097586,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV287\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=37
-118.328903739294,34.0973927597814,38,SV290,-118.328892,34.097388,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV290\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=38
-118.328898763204,34.0965852424207,39,SV292,-118.328887,34.09658,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV292\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=39
-118.328898151697,34.0964614508697,40,SV293,-118.328886,34.096457,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV293\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=40
-118.328905135921,34.0977737432865,41,SV284,-118.328893,34.097769,IPS,3,SV,SV2,1401 N IVAR AVE,Address Space: 1401 N IVAR AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV284\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=41
-118.332702230158,34.0978922390066,42,SV215,-118.33269,34.097887,IPS,3,SV,SV2,6500 W SUNSET BLVD,Address Space: 6500 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV215\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=42
-118.332856919892,34.0978908591448,43,SV213,-118.332845,34.097886,IPS,3,SV,SV2,6500 W SUNSET BLVD,Address Space: 6500 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV213\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=43
-118.332955674752,34.0978905735324,44,SV212,-118.332944,34.097886,IPS,3,SV,SV2,6500 W SUNSET BLVD,Address Space: 6500 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV212\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=44
-118.332790850205,34.0978921996061,45,SV214,-118.332779,34.097887,IPS,3,SV,SV2,6500 W SUNSET BLVD,Address Space: 6500 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV214\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=45
-118.333018211427,34.0978916407989,46,SV211,-118.333006,34.097887,IPS,3,SV,SV2,6500 W SUNSET BLVD,Address Space: 6500 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV211\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=46
-118.332408133619,34.0988577844725,47,SV121,-118.332396,34.098853,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV121\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=47
-118.332410396255,34.099190885146,48,SV124,-118.332398,34.099186,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV124\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=48
-118.332411098862,34.0990527600892,49,SV122,-118.332399,34.099048,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV122\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=49
-118.332411566955,34.0991113549058,50,SV123,-118.332399,34.099106,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV123\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=50
-118.332415292169,34.0996199027005,51,SV129,-118.332403,34.099615,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV129\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=51
-118.332412009818,34.0993211740087,52,SV126,-118.3324,34.099316,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV126\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=52
-118.332411424742,34.0994997695071,53,SV128,-118.332399,34.099495,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV128\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=53
-118.332412339934,34.0992469182515,54,SV125,-118.3324,34.099242,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV125\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=54
-118.332414298164,34.0995734989713,55,SV128A,-118.332402,34.099569,IPS,3,SV,SV1,1500 N SCHRADER BLVD,Address Space: 1500 N SCHRADER BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV128A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=55
-118.333736616146,34.0989975357846,56,SV917,-118.333724,34.098993,IPS,3,SV,SV9,1500 N CASSIL PL,Address Space: 1500 N CASSIL PL\nType: IPS’\nAs of: 06/17/2015\nID: SV917\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=56
-118.33373459559,34.0988393717255,57,SV916,-118.333722,34.098834,IPS,3,SV,SV9,1500 N CASSIL PL,Address Space: 1500 N CASSIL PL\nType: IPS’\nAs of: 06/17/2015\nID: SV916\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=57
-118.333734331636,34.0987873548421,58,SV915,-118.333722,34.098782,IPS,3,SV,SV9,1500 N CASSIL PL,Address Space: 1500 N CASSIL PL\nType: IPS’\nAs of: 06/17/2015\nID: SV915\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=58
-118.333737923512,34.0991317760023,59,SV918A,-118.333726,34.099127,IPS,3,SV,SV9,1500 N CASSIL PL,Address Space: 1500 N CASSIL PL\nType: IPS’\nAs of: 06/17/2015\nID: SV918A\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=59
-118.333738607696,34.0992233726766,60,SV919,-118.333726,34.099218,IPS,3,SV,SV9,1500 N CASSIL PL,Address Space: 1500 N CASSIL PL\nType: IPS’\nAs of: 06/17/2015\nID: SV919\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=60
-118.333736823135,34.0990493986635,61,SV918,-118.333725,34.099045,IPS,3,SV,SV9,1500 N CASSIL PL,Address Space: 1500 N CASSIL PL\nType: IPS’\nAs of: 06/17/2015\nID: SV918\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=61
-118.34098815499,34.0978762183525,62,SV734,-118.340976,34.097871,IPS,3,SV,SV7,6900 W SUNSET BLVD,Address Space: 6900 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV734\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=62
-118.340896611277,34.0978757617457,63,SV735,-118.340884,34.097871,IPS,3,SV,SV7,6900 W SUNSET BLVD,Address Space: 6900 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV735\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=63
-118.340829578788,34.0978758904451,64,SV736,-118.340817,34.097871,IPS,3,SV,SV7,6900 W SUNSET BLVD,Address Space: 6900 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV736\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=64
-118.341141937799,34.0978759627696,65,SV732,-118.34113,34.097871,IPS,3,SV,SV7,6900 W SUNSET BLVD,Address Space: 6900 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV732\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=65
-118.341078619336,34.097876141524,66,SV733,-118.341066,34.097871,IPS,3,SV,SV7,6900 W SUNSET BLVD,Address Space: 6900 W SUNSET BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SV733\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=66
-118.331103476735,34.0964505485857,67,SV233,-118.331091,34.096446,IPS,3,SV,SV2,1401 N WILCOX AVE,Address Space: 1401 N WILCOX AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV233\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=67
-118.331104934741,34.0968075583226,68,SV229,-118.331093,34.096803,IPS,3,SV,SV2,1401 N WILCOX AVE,Address Space: 1401 N WILCOX AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV229\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=68
-118.331105295486,34.0969358888818,69,SV227,-118.331093,34.096931,IPS,3,SV,SV2,1401 N WILCOX AVE,Address Space: 1401 N WILCOX AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV227\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=69
-118.331104133626,34.0965239442656,70,SV232,-118.331092,34.096519,IPS,3,SV,SV2,1401 N WILCOX AVE,Address Space: 1401 N WILCOX AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV232\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=70
-118.331107011688,34.0966563635937,71,SV230,-118.331095,34.096651,IPS,3,SV,SV2,1401 N WILCOX AVE,Address Space: 1401 N WILCOX AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV230\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=71
-118.33110498281,34.0968796367277,72,SV228,-118.331093,34.096875,IPS,3,SV,SV2,1401 N WILCOX AVE,Address Space: 1401 N WILCOX AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV228\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=72
-118.331103163523,34.0963968973593,73,SV234,-118.331091,34.096392,IPS,3,SV,SV2,1401 N WILCOX AVE,Address Space: 1401 N WILCOX AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV234\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=73
-118.331104512329,34.0965774402489,74,SV231,-118.331092,34.096573,IPS,3,SV,SV2,1401 N WILCOX AVE,Address Space: 1401 N WILCOX AVE\nType: IPS’\nAs of: 06/17/2015\nID: SV231\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=74
-118.342498058566,34.0906261365853,75,SH188,-118.342486,34.090621,IPS,3,SH,SH1,7000 W SANTA MONICA BLVD,Address Space: 7000 W SANTA MONICA BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SH188\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=75
-118.342273313796,34.0906267933234,76,SH191,-118.342261,34.090622,IPS,3,SH,SH1,7000 W SANTA MONICA BLVD,Address Space: 7000 W SANTA MONICA BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SH191\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=76
-118.342582862566,34.0906272736946,77,SH187,-118.342571,34.090622,IPS,3,SH,SH1,7000 W SANTA MONICA BLVD,Address Space: 7000 W SANTA MONICA BLVD\nType: IPS’\nAs of: 06/17/2015\nID: SH187\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=77
-118.341694376979,34.0910298175334,78,SH438,-118.341682,34.091025,IPS,3,SH,SH4,1101 N ORANGE DR,Address Space: 1101 N ORANGE DR\nType: IPS’\nAs of: 06/17/2015\nID: SH438\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=78
-118.341694506499,34.0910856509729,79,SH437,-118.341682,34.091081,IPS,3,SH,SH4,1101 N ORANGE DR,Address Space: 1101 N ORANGE DR\nType: IPS’\nAs of: 06/17/2015\nID: SH437\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=79
-118.341694239121,34.0912334393021,80,SH436,-118.341682,34.091229,IPS,3,SH,SH4,1101 N ORANGE DR,Address Space: 1101 N ORANGE DR\nType: IPS’\nAs of: 06/17/2015\nID: SH436\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=80
-118.341692653634,34.090896316036,81,SH440,-118.341681,34.090891,IPS,3,SH,SH4,1101 N ORANGE DR,Address Space: 1101 N ORANGE DR\nType: IPS’\nAs of: 06/17/2015\nID: SH440\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=81
-118.341693832749,34.0903083845037,82,SH196,-118.341682,34.090303,IPS,3,SH,SH1,1001 N ORANGE DR,Address Space: 1001 N ORANGE DR\nType: IPS’\nAs of: 06/17/2015\nID: SH196\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=82
-118.337526993231,34.091948744389,83,SH108,-118.337515,34.091944,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH108\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=83
-118.337519937737,34.0912125327315,84,SH116,-118.337508,34.091208,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH116\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=84
-118.337523950283,34.0916737778286,85,SH112,-118.337512,34.091669,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH112\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=85
-118.337526589588,34.0918970623792,86,SH109,-118.337514,34.091892,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH109\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=86
-118.337526694813,34.0922163177915,87,SH106,-118.337515,34.092211,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH106\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=87
-118.337527363648,34.0923546463902,88,SH105,-118.337515,34.09235,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH105\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=88
-118.337519829497,34.0912657235347,89,SH115,-118.337508,34.091261,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH115\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=89
-118.337523758004,34.091533240947,90,SH113,-118.337512,34.091528,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH113\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=90
-118.33752581789,34.0918170137311,91,SH110,-118.337514,34.091812,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH110\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=91
-118.337525390882,34.0917246392498,92,SH111,-118.337513,34.09172,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH111\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=92
-118.337526253301,34.0924068230648,93,SH104,-118.337514,34.092402,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH104\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=93
-118.337522839888,34.0914786646482,94,SH114,-118.337511,34.091474,IPS,3,SH,SH1,1101 N MCCADDEN PL,Address Space: 1101 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH114\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=94
-118.337403343315,34.0922631373031,95,SH102,-118.337391,34.092258,IPS,3,SH,SH1,1100 N MCCADDEN PL,Address Space: 1100 N MCCADDEN PL\nType: IPS’\nAs of: 06/17/2015\nID: SH102\nStatus: 3,navigatela/reports/dot_parking_meter_sensors.cfm?pk=95
